Id,RecordType.Name,Industry,Industry_Sub_Type__c,Business_Type__c,Country__c,Is_External__c,ParentId
0012e000003rz4VAAQ,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003s1neAAA,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,India,External,0012e000003A6ZjAAK
0012e000003s4ZPAAY,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003tRB1AAM,Business Organization,Public Administration,,Government: International,New Zealand,External,
0012e000003zYqTAAU,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,Australia,External,
0012e000003zaBvAAI,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000004FK7jAAG,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000004FjMcAAK,Business Organization,Services,Business & Professional,Not for profit,Australia,External,
0012e000004HPjyAAG,Business Organization,Services,Engineering and Scientific,SME (small to medium enterprise),Australia,External,
0012e000004IWwfAAG,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000004KMGiAAO,Business Organization,Services,"Retail, Travel, Hospitality & Leisure",Not for profit,Australia,External,
0012e000004KruBAAS,Business Organization,Services,Financial & Insurance,Large Australian Corporate,Australia,External,
0012e000004Mv4DAAS,Business Organization,Mining & Refining,,Multinational / Other Large Corporate,Denmark,External,
0012e000004Nng1AAC,Business Organization,Energy & Utilities,,SME (small to medium enterprise),United Kingdom,External,
0012e000004O30FAAS,Business Organization,Health,Research Tools/Consumables,Government: International,United States of America,External,
0012e000004O313AAC,Business Organization,Services,Education,Not for profit,United States of America,External,
0012e000004Ot0CAAS,Business Organization,Services,Education,Multinational / Other Large Corporate,Australia,External,
0012e000004P98JAAS,Business Organization,Forestry & Paper,,Not for profit,Australia,External,
0012e000004PZGmAAO,Business Organization,Services,Business & Professional,SME (small to medium enterprise),New Zealand,External,
0012e000004Pon6AAC,Business Organization,Defence,,Government: International,United States of America,External,
0012e000004Sey5AAC,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,Belgium,External,
0012e000004SvNqAAK,Business Organization,Services,Community,SME (small to medium enterprise),Australia,External,
0012e000004TTFoAAO,Business Organization,Services,Entertainment & Creative Industries,Not for profit,Australia,External,
0012e000004WKitAAG,Business Organization,Services,Education,Government: International,United States of America,External,
0012e000004X0KQAA0,Business Organization,Health,Health Care & Healthy Aging,Multinational / Other Large Corporate,China,External,
0012e000004X7IvAAK,Business Organization,Defence,,Government: Australia: Federal,Australia,External,
0012e000004XEHCAA4,Business Organization,Services,Engineering and Scientific,SME (small to medium enterprise),Australia,External,
0012e000004XJopAAG,Business Organization,Services,Environmental,SME (small to medium enterprise),Australia,External,
0012e000004XWaCAAW,Business Organization,Services,Business & Professional,Government: International,Indonesia,External,
0012e000004Zx04AAC,Business Organization,Services,Entertainment & Creative Industries,SME (small to medium enterprise),Australia,External,
0012e000004aToJAAU,Business Organization,Health,Health Care & Healthy Aging,Government: International,New Zealand,External,
0012e000004aZqtAAE,Business Organization,Defence,,Government: International,United States of America,External,
0012e000004bWHQAA2,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000004bmfpAAA,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000004cEijAAE,Business Organization,Agriculture & Horticulture,,Multinational / Other Large Corporate,Australia,External,
0012e000004cElTAAU,Business Organization,Agriculture & Horticulture,,Multinational / Other Large Corporate,New Zealand,External,
0012e000004sZYKAA2,Business Organization,Construction & Construction Materials,,SME (small to medium enterprise),Australia,External,
0012e0000037tS3AAI,Business Organization,,,,,Internal,
0012e000003A6EBAA0,Business Organization,Services,Community,Not for profit,Australia,External,
0012e000003A6EpAAK,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,0012e000003A6EdAAK
0012e000003A6FIAA0,Business Organization,Services,"Retail, Travel, Hospitality & Leisure",Multinational / Other Large Corporate,China,External,
0012e000003A6FeAAK,Business Organization,Services,Education,University,Australia,External,
0012e000003A6GTAA0,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,0012e000003A6FTAA0
0012e000003A6HZAA0,Business Organization,Transportation & Logistics,,Large Australian Corporate,Australia,External,
0012e000003A6J0AAK,Business Organization,Manufacturing & R&D,Food & Beverage,SME (small to medium enterprise),Australia,External,
0012e000003A6N5AAK,Business Organization,Manufacturing & R&D,Food & Beverage,SME (small to medium enterprise),Australia,External,
0012e000003A6NWAA0,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6NZAA0,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6NeAAK,Business Organization,Services,Education,University,United States of America,External,
0012e000003A6NlAAK,Business Organization,Construction & Construction Materials,,Multinational / Other Large Corporate,Australia,External,0012e000003A6PoAAK
0012e000003A6NnAAK,Business Organization,Services,Education,University,India,External,
0012e000003A6NwAAK,Business Organization,Services,Financial & Insurance,Multinational / Other Large Corporate,Italy,External,
0012e000003A6O3AAK,Business Organization,Services,Education,University,Iran,External,
0012e000003A6O6AAK,Business Organization,Technology: IT & Telephone Services,,Large Australian Corporate,Australia,External,
0012e000003A6OBAA0,Business Organization,Services,Engineering and Scientific,SME (small to medium enterprise),Italy,External,
0012e000003A6OHAA0,Business Organization,Technology: IT & Telephone Services,,Multinational / Other Large Corporate,China,External,
0012e000003A6OcAAK,Business Organization,Technology: IT & Telephone Services,,Large Australian Corporate,Australia,External,
0012e000003A6OiAAK,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6OsAAK,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6PMAA0,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6PPAA0,Business Organization,Technology: IT & Telephone Services,,SME (small to medium enterprise),Australia,External,
0012e000003A6PlAAK,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Australia,External,
0012e000003A6PqAAK,Business Organization,Health,Pharmaceuticals,Multinational / Other Large Corporate,France,External,0012e000003A6PTAA0
0012e000003A6QDAA0,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6QHAA0,Business Organization,Services,Education,Multinational / Other Large Corporate,Australia,External,
0012e000003A6QXAA0,Business Organization,Services,Education,Government: International,China,External,
0012e000003A6QZAA0,Business Organization,Technology: IT & Telephone Services,,PFRO (Publicly-Funded Research Organisation),Australia,External,
0012e000003A6QeAAK,Business Organization,Services,Environmental,CRC (Co-operative Research Centre),Australia,External,
0012e000003A6QoAAK,Business Organization,Public Administration,,Government: Australia: Local & State,Australia,External,
0012e000003A6R6AAK,Business Organization,Services,Education,Not for profit,United States of America,External,
0012e000003A6R9AAK,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Australia,External,
0012e000003A6REAA0,Business Organization,Services,Education,Government: International,Mongolia,External,
0012e000003A6RGAA0,Business Organization,Services,Financial & Insurance,SME (small to medium enterprise),United Kingdom,External,
0012e000003A6RVAA0,Business Organization,Services,Business & Professional,SME (small to medium enterprise),Australia,External,
0012e000003A6UMAA0,Business Organization,Manufacturing & R&D,"Hardware, Electronics and Electrical Equipment",Multinational / Other Large Corporate,Australia,External,0012e000003A6V3AAK
0012e000003A6UPAA0,Business Organization,Services,Education,Not for profit,Singapore,External,
0012e000003A6UUAA0,Business Organization,Services,Education,SME (small to medium enterprise),Australia,External,
0012e000003A6VCAA0,Business Organization,Services,Education,Not for profit,Australia,External,
0012e000003A6VfAAK,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,Australia,External,
0012e000003A6VgAAK,Business Organization,Health,Health Care & Healthy Aging,Not for profit,Australia,External,
0012e000003A6VmAAK,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Local & State,Australia,External,
0012e000003A6VvAAK,Business Organization,Services,Education,Government: Australia: Local & State,Australia,External,
0012e000003A6VxAAK,Business Organization,Services,Community,Government: Australia: Local & State,Australia,External,
0012e000003A6W0AAK,Business Organization,Health,Health Care & Healthy Aging,Government: Australia: Federal,Australia,External,
0012e000003A6W3AAK,Business Organization,Services,Education,Not for profit,Australia,External,
